timestamp,price,probability,threshold,threshold_display,question
2026-01-15 18:40:26-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 18:50:15-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:00:23-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:10:15-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:20:16-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:30:18-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:40:14-05:00,0.0205,0.0205,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 19:50:15-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:00:20-05:00,0.0155,0.0155,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:10:14-05:00,0.015,0.015,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:20:14-05:00,0.0245,0.0245,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:30:20-05:00,0.0245,0.0245,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:40:14-05:00,0.024,0.024,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 20:50:15-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:00:18-05:00,0.0195,0.0195,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:10:17-05:00,0.0245,0.0245,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:20:14-05:00,0.019,0.019,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:30:18-05:00,0.0145,0.0145,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:40:14-05:00,0.0215,0.0215,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 21:50:15-05:00,0.0245,0.0245,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:00:22-05:00,0.019,0.019,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:10:15-05:00,0.02,0.02,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:20:15-05:00,0.0165,0.0165,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:30:17-05:00,0.0155,0.0155,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:40:15-05:00,0.008,0.008,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 22:50:16-05:00,0.0085,0.0085,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:00:17-05:00,0.0085,0.0085,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:10:13-05:00,0.0065,0.0065,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:20:14-05:00,0.043,0.043,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:30:16-05:00,0.042,0.042,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:40:13-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-15 23:50:13-05:00,0.0385,0.0385,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:00:17-05:00,0.0385,0.0385,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:10:15-05:00,0.036,0.036,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:20:14-05:00,0.034,0.034,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:30:16-05:00,0.0345,0.0345,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:40:14-05:00,0.007,0.007,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 00:50:16-05:00,0.0065,0.0065,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:00:19-05:00,0.006,0.006,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:10:13-05:00,0.0045,0.0045,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:20:13-05:00,0.005,0.005,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:30:16-05:00,0.0415,0.0415,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:40:13-05:00,0.0415,0.0415,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 01:50:13-05:00,0.041,0.041,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:00:17-05:00,0.0375,0.0375,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:10:13-05:00,0.0365,0.0365,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:20:13-05:00,0.037,0.037,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:30:16-05:00,0.037,0.037,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:40:16-05:00,0.0375,0.0375,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 02:50:14-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:00:17-05:00,0.0375,0.0375,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:10:13-05:00,0.033,0.033,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:20:13-05:00,0.028,0.028,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:30:16-05:00,0.028,0.028,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:40:16-05:00,0.0275,0.0275,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 03:50:12-05:00,0.0225,0.0225,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:00:18-05:00,0.0225,0.0225,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:10:15-05:00,0.0175,0.0175,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:20:13-05:00,0.0175,0.0175,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:30:16-05:00,0.0165,0.0165,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:40:13-05:00,0.0165,0.0165,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 04:50:13-05:00,0.0155,0.0155,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:00:16-05:00,0.013,0.013,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:10:16-05:00,0.0115,0.0115,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:20:13-05:00,0.0115,0.0115,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:30:16-05:00,0.009,0.009,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:40:13-05:00,0.052,0.052,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 05:50:13-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:00:16-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:10:13-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:20:13-05:00,0.047,0.047,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:30:16-05:00,0.047,0.047,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:40:13-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 06:50:13-05:00,0.047,0.047,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:00:20-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:10:12-05:00,0.0465,0.0465,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:20:13-05:00,0.0515,0.0515,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:30:18-05:00,0.051,0.051,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:40:12-05:00,0.052,0.052,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 07:50:12-05:00,0.0525,0.0525,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:00:17-05:00,0.0495,0.0495,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:10:12-05:00,0.052,0.052,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:20:13-05:00,0.052,0.052,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:30:18-05:00,0.053,0.053,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:40:13-05:00,0.051,0.051,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 08:50:12-05:00,0.0445,0.0445,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:00:17-05:00,0.051,0.051,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:10:16-05:00,0.0565,0.0565,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:20:13-05:00,0.06,0.06,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:30:16-05:00,0.0575,0.0575,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:40:13-05:00,0.0615,0.0615,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 09:50:13-05:00,0.062,0.062,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:00:18-05:00,0.0525,0.0525,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:10:15-05:00,0.0505,0.0505,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:20:13-05:00,0.0495,0.0495,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:30:16-05:00,0.049,0.049,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:40:15-05:00,0.0475,0.0475,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 10:50:13-05:00,0.045,0.045,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:00:16-05:00,0.046,0.046,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:10:13-05:00,0.0455,0.0455,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:20:13-05:00,0.041,0.041,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:30:16-05:00,0.0395,0.0395,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:40:15-05:00,0.0395,0.0395,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 11:50:13-05:00,0.0455,0.0455,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:00:19-05:00,0.047,0.047,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:10:14-05:00,0.045,0.045,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:20:26-05:00,0.0455,0.0455,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:30:18-05:00,0.0585,0.0585,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:40:13-05:00,0.055,0.055,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 12:50:15-05:00,0.0595,0.0595,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:00:20-05:00,0.0575,0.0575,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:10:13-05:00,0.055,0.055,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:20:12-05:00,0.0535,0.0535,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:30:17-05:00,0.0535,0.0535,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:40:13-05:00,0.049,0.049,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 13:50:13-05:00,0.0495,0.0495,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:00:19-05:00,0.061,0.061,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:10:17-05:00,0.061,0.061,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:20:13-05:00,0.0595,0.0595,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:30:18-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:40:13-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 14:50:14-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:00:17-05:00,0.0395,0.0395,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:10:13-05:00,0.0375,0.0375,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:20:17-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:30:28-05:00,0.0355,0.0355,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:40:15-05:00,0.035,0.035,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 15:50:16-05:00,0.0345,0.0345,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:00:22-05:00,0.0335,0.0335,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:10:16-05:00,0.0335,0.0335,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:20:18-05:00,0.042,0.042,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:30:17-05:00,0.043,0.043,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:40:14-05:00,0.0445,0.0445,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 16:50:14-05:00,0.042,0.042,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:00:31-05:00,0.0415,0.0415,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:10:14-05:00,0.038,0.038,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:20:13-05:00,0.045,0.045,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:30:20-05:00,0.0455,0.0455,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:40:13-05:00,0.0455,0.0455,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 17:50:13-05:00,0.075,0.075,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:00:17-05:00,0.0755,0.0755,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:10:15-05:00,0.0755,0.0755,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:20:15-05:00,0.085,0.085,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:30:19-05:00,0.085,0.085,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:40:15-05:00,0.085,0.085,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 18:50:14-05:00,0.095,0.095,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:00:20-05:00,0.095,0.095,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:10:13-05:00,0.07,0.07,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:20:14-05:00,0.0735,0.0735,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:30:18-05:00,0.0675,0.0675,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:40:14-05:00,0.0675,0.0675,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
2026-01-16 19:50:14-05:00,0.0685,0.0685,34-35,34-35°F,Will the highest temperature in New York City be between 34-35°F on January 17?
